,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
5000,0.759,0.543,-8.387,0.0244,0.579,0.85,0.0722,0.5,105.943,2d9VJKJAE2lmTqyWQVFpeN,333397
5001,0.472,0.776,-6.439,0.0661,0.46,0.00077,0.44,0.395,116.015,7gKNBzKt11NgBZJS5SZhnP,168186
5002,0.479,0.541,-12.153,0.428,0.718,0.0304,0.294,0.52,108.58,20nb7dVQJq1aQOe8yV7Zx1,172987
5003,0.324,0.134,-15.98,0.0396,0.94,0.00127,0.387,0.055,92.29,0wB3UtpTFLO92t3AE1tjbs,233483
5004,0.882,0.626,-9.385,0.0541,0.413,0.928,0.0975,0.394,119.982,6dMSUQZxtu3gmOMR2YyETY,280000
5005,0.71,0.495,-8.568,0.0486,0.632,0.206,0.113,0.759,119.977,1vn4LMVIX7nUngtRSiAbh0,174000
5006,0.805,0.439,-10.241,0.274,0.539,0.469,0.618,0.683,115.013,3ZgSLMVXyWl8Hnv10YtHvJ,204557
5007,0.845,0.448,-9.619,0.0699,0.467,0.762,0.106,0.676,129.986,691LszVx09WFxhFlKHgem6,168000
5008,0.197,0.28,-8.395,0.0332,0.672,0.000937,0.0905,0.0718,90.639,2EsL4kfdrEZJTKRFhuMDbY,213180
5009,0.496,0.489,-13.158,0.375,0.899,0.00998,0.467,0.188,131.433,3Z2Z4e75S85WtIhfau6qTk,249818
5010,0.771,0.576,-6.875,0.0391,0.561,0.000116,0.226,0.535,112.993,02nfBodSDuFx0Wp7XV4bn8,208564
5011,0.799,0.497,-9.185,0.186,0.578,0.365,0.119,0.458,113.992,3LqH8V4gEdmuH0mUjbceRc,238493
5012,0.728,0.567,-9.614,0.0802,0.0504,0.000497,0.136,0.727,101.957,0UYozrO9d1p4j0tgNKLjJs,190654
5013,0.801,0.142,-16.834,0.0535,0.845,0.0655,0.116,0.368,79.994,723dCKhbBeqqNtyIaigqAj,144000
5014,0.71,0.525,-8.01,0.246,0.0285,0.00771,0.122,0.67,143.998,4oElBWNxGX0Lg8wD1k5uHx,227975
5015,0.716,0.435,-9.92,0.168,0.453,0.559,0.125,0.876,92.974,1TBPxsXFzMwCR2KfhZAoLG,157120
5016,0.237,0.142,-21.776,0.0342,0.956,0.669,0.112,0.075,137.825,6eDIpPpLQHChSaRUY71Xv7,339760
5017,0.117,0.253,-9.389,0.0349,0.861,0.422,0.172,0.0521,94.151,3tiTIOkXIaozD8PLUJzLvF,98022
5018,0.674,0.453,-10.293,0.0612,0.155,1.21e-06,0.0933,0.22,128.107,3BGppswSnFNGUSFiJ6rj4n,166875
5019,0.793,0.49,-11.191,0.0382,0.625,0.768,0.105,0.439,115.956,0XW3UfxGKohQPt7FxaCuHU,219083
5020,0.535,0.544,-10.065,0.181,0.513,0.0183,0.119,0.546,126.271,6xw5ZDyEPNlyxOPpaA5KPo,196000
5021,0.479,0.758,-10.771,0.25,0.795,0.00293,0.0972,0.323,139.853,2OGeixhVx0j3TfoUDT1dh1,164000
5022,0.748,0.467,-9.435,0.0743,0.747,6.31e-05,0.0895,0.515,146.033,3M7zuMNhqWPKydssvGLymZ,137260
5023,0.636,0.622,-7.387,0.0759,0.34,0.0377,0.397,0.615,93.971,5avPepcSOLKq4zJsGu4CBV,198227
5024,0.751,0.387,-11.283,0.113,0.762,0.853,0.105,0.32,84.025,0BQW5N0eR3GAJtMBwScrl7,235213
5025,0.614,0.231,-14.109,0.363,0.899,0.151,0.105,0.506,92.146,22YCeYW1JKsGNmXXJnSnJi,215812
5026,0.814,0.782,-8.178,0.0636,0.0766,0.837,0.109,0.801,117.987,2APRTIVViZequi0ZClGao5,216610
5027,0.818,0.601,-8.618,0.0707,0.392,6.83e-05,0.142,0.74,120.053,4l5VP0WCmMeiqY7jYTYXl5,150500
5028,0.671,0.375,-10.702,0.0494,0.252,0.00101,0.103,0.427,129.831,3kWYgDFiWcMYnh7YmXqxRJ,195650
5029,0.725,0.455,-13.375,0.193,0.412,0.00033,0.104,0.438,129.907,3WX42WpUx33EhAnKnXk8vc,184615
5030,0.93,0.556,-10.436,0.0803,0.0439,0.0728,0.0715,0.853,115.025,46e0V2oIuawGeSWLGLrlrD,227304
5031,0.805,0.651,-9.774,0.0585,0.00973,0.838,0.104,0.758,127.993,4kNz7ZHG2EvGOuRJ2RzbJI,397500
5032,0.681,0.472,-8.348,0.0463,0.253,0.756,0.169,0.388,81.972,1DwabqQdr9uWTx40ByKH3g,128781
5033,0.724,0.61,-10.025,0.0358,0.413,0.0651,0.243,0.591,123.985,4TUqDLaBxUQHphes04Kp5k,400867
5034,0.637,0.299,-11.314,0.0366,0.742,0.0,0.359,0.364,83.872,6VFKuuqSbA1GpMEosUgTwQ,213214
5035,0.69,0.568,-8.658,0.228,0.0271,0.0,0.124,0.375,137.076,2VXcVF8k3GXCFfKu7azVvw,206000
5036,0.718,0.394,-11.052,0.24,0.631,7.25e-06,0.115,0.242,80.008,6lrRmCzHA2BgIQlpXMK8em,230738
5037,0.754,0.354,-12.028,0.11,0.265,6.28e-05,0.482,0.525,77.972,2wnhPpwZIVGpOFFJ7LkXlr,169583
5038,0.691,0.365,-8.855,0.0278,0.261,4.12e-05,0.112,0.452,85.163,0JvlcPzCQZWOacmWyCtYQ0,240000
5039,0.748,0.235,-14.066,0.092,0.776,0.922,0.0919,0.6,110.037,0GbOcV7JYQH9fb8UpZ9eVr,196727
5040,0.589,0.431,-10.096,0.0475,0.554,0.0317,0.0878,0.159,134.688,5z2XleKRbvbiytGucM5v2D,167143
5041,0.839,0.754,-11.015,0.134,0.625,0.0621,0.179,0.876,114.953,4FMYgp0HLhgvWpSeGu7SRK,164602
5042,0.778,0.291,-10.355,0.106,0.84,8.23e-05,0.66,0.353,142.015,7w0lCrXGoUj5b8DgW5wZlx,189296
5043,0.774,0.434,-10.863,0.0525,0.00512,0.715,0.115,0.169,123.04,5QApGLX0j7MkwL4BJa2Eil,117073
5044,0.722,0.85,-4.967,0.0542,0.000554,0.61,0.546,0.809,133.055,5eaQlIMfuRuKfvjdrXUEBM,216677
5045,0.665,0.594,-9.943,0.225,0.419,0.422,0.12,0.715,133.92,0NzqEwTWe1108JaOwjvqZC,209028
5046,0.579,0.712,-8.665,0.136,0.041,0.00141,0.361,0.496,81.012,7jhyGVvMMWKvsbHa66rJ5W,187640
5047,0.873,0.798,-8.314,0.0694,0.074,0.844,0.243,0.633,123.002,3l2AMD4tZMATVhrKWScyg9,437073
5048,0.649,0.57,-8.503,0.0427,0.213,0.886,0.109,0.262,156.994,5ix9yUOAG4EQxoU5Eub9Lp,161173
5049,0.464,0.352,-9.78,0.044,0.358,0.000501,0.112,0.229,116.934,1qOxccdW8g5aYOsxy3uA9p,256000
5050,0.552,0.414,-9.318,0.191,0.811,2.16e-05,0.166,0.555,77.813,38WCbvWodNNspeAuka6m38,177133
5051,0.7,0.464,-10.221,0.303,0.626,0.0824,0.361,0.54,78.095,6W3dlYnYTWG1dWj4a80FrH,186394
5052,0.657,0.561,-10.736,0.0357,0.0241,0.231,0.0892,0.158,96.997,6YuKgMxa0XH6CC2khScuUV,191449
5053,0.678,0.702,-5.448,0.0258,0.034,0.00147,0.0787,0.613,106.028,3a6Bj474rn6AGwRGgNBFMp,182075
5054,0.676,0.717,-7.445,0.0442,0.0176,0.0496,0.15,0.0924,99.968,0lukJlQHT1z4xbFmQuby8h,184251
5055,0.691,0.862,-8.134,0.048,0.0031,0.767,0.0951,0.332,119.996,1Wt6xUVPwJqtjO6qg7OqZL,474000
5056,0.587,0.641,-5.783,0.0284,0.219,0.00295,0.151,0.317,143.944,6hVWQIhhwl9JDgVIjTIgRw,215163
5057,0.721,0.51,-17.147,0.0377,0.825,0.899,0.132,0.225,118.021,48tG7uIxXQiHdLBxeMaPas,248250
5058,0.703,0.257,-11.788,0.0591,0.733,0.219,0.236,0.404,119.966,5wOAbfAnJMpTvh6as58XHX,203034
5059,0.561,0.555,-5.332,0.0309,0.28,0.000819,0.207,0.147,120.007,49o0yqp3fEDMAuqrFzP0Oi,185080
5060,0.645,0.375,-11.558,0.0699,0.922,0.00665,0.306,0.306,136.011,0wBHIkkuVwsOfmvWOcsYP2,187059
5061,0.799,0.348,-13.23,0.0396,0.787,0.661,0.119,0.16,119.989,090a3fK6DnEKCECdfctvYy,264525
5062,0.739,0.623,-5.593,0.0738,0.254,0.000212,0.129,0.821,115.139,4gcO8PD4skPOBneayOCBdE,219280
5063,0.831,0.419,-7.381,0.44,0.359,0.00228,0.0959,0.339,84.983,2EJrCsb25XaK6aW1v2PMrR,207706
5064,0.807,0.553,-13.41,0.143,0.00872,0.916,0.0585,0.621,125.004,4JoPwacbkrBPl6A98KhXDV,345000
5065,0.384,0.278,-14.241,0.0519,0.982,0.819,0.118,0.152,97.908,4kbkPBv8nmbEJUbLbO4AGi,160931
5066,0.781,0.46,-6.826,0.0585,0.197,0.0,0.113,0.733,140.083,1vWyivoBHrcBGWxUs0mZ95,142286
5067,0.701,0.665,-8.584,0.229,0.814,0.0112,0.109,0.754,167.795,2yJJ61eZrfS4msIPEObk7h,211871
5068,0.675,0.283,-14.573,0.115,0.794,0.912,0.112,0.294,87.0,641aniakBM2Ykwo8voVD26,244320
5069,0.689,0.833,-4.175,0.0502,0.104,0.00267,0.0861,0.91,116.014,512KrOic5RhnnHYn0F1gBv,222227
5070,0.859,0.556,-10.096,0.0594,0.0269,0.891,0.0702,0.243,109.984,60W0O1pIUu7Oh0eW91efmD,367847
5071,0.726,0.505,-11.545,0.0452,0.819,0.049,0.125,0.303,129.916,63dWZKazdxf9Q2zfwNHHD1,165747
5072,0.688,0.462,-13.723,0.032,0.224,0.217,0.0987,0.35,114.036,09XqTY2ZIuch7vhnehJwtZ,216794
5073,0.758,0.755,-9.354,0.0403,0.603,0.0776,0.071,0.806,97.044,2lGK9BobDajqa72XwfuUCB,195500
5074,0.864,0.515,-10.392,0.18,0.496,0.818,0.116,0.283,124.963,0LhXkyXcPf2bdRKJFkd2FK,361232
5075,0.804,0.343,-12.548,0.411,0.878,0.242,0.0546,0.671,73.961,6dDVDhE8l4Z4QLClAPbaE3,111104
5076,0.826,0.673,-10.314,0.0462,0.425,0.681,0.0993,0.394,120.023,1iXSvoeqBYMXUVB7MN3gN6,216544
5077,0.75,0.852,-8.711,0.362,0.0751,0.219,0.654,0.473,124.991,61aJNhxOf4pPmTIvna1fu9,188346
5078,0.802,0.387,-9.916,0.0432,0.393,1.07e-05,0.105,0.256,114.99,5m3GM7HPxoI08LKHXhSxqC,193011
5079,0.776,0.565,-7.685,0.121,0.000627,0.809,0.0991,0.231,135.021,1FK060fRp1SB6crubxlXVe,163556
5080,0.642,0.456,-9.682,0.114,0.00468,0.0023,0.106,0.428,179.947,69DmYPRaa0vSh1ztrXEYAt,142000
5081,0.696,0.333,-8.347,0.377,0.176,0.0837,0.0611,0.356,69.333,2kUCdcpjjIQqogWaAgc0wM,154865
5082,0.698,0.39,-7.516,0.0377,0.697,3.17e-05,0.103,0.551,83.134,6cwVExVuZ7iiJ64mDqUn8J,162907
5083,0.826,0.704,-7.791,0.0766,0.0841,0.828,0.119,0.514,115.984,4ZRl4vgRSJqtnJaCXWS6hg,134220
5084,0.667,0.563,-9.08,0.0296,0.438,0.00866,0.294,0.472,95.046,4e8Eqj6ynTG5HjewvBaVH3,203000
5085,0.766,0.305,-16.165,0.418,0.764,2.33e-05,0.107,0.447,74.503,15ZfIp0NNwIXgqLPSQlhrB,149094
5086,0.831,0.538,-10.534,0.0756,0.218,0.375,0.0971,0.454,118.029,1XHqxmHiX7o9UCBdGGbG8s,262574
5087,0.834,0.668,-10.058,0.39,0.189,1.15e-06,0.066,0.904,107.986,1LZR0cNvPyAWI2I1OsUmaw,125803
5088,0.807,0.62,-7.095,0.235,0.0565,0.00356,0.152,0.667,109.989,3QdhKgcasPl8YHRF6NfpEG,224472
5089,0.656,0.902,-9.453,0.0403,0.0793,0.871,0.0472,0.434,121.015,5VDnV2q6OrlrPsHsDZtIP1,336092
5090,0.669,0.532,-11.674,0.0971,0.114,0.742,0.101,0.115,124.027,6uoNCR6IsQsmTWLfeKRRI6,292147
5091,0.748,0.497,-10.282,0.19,0.0797,0.00947,0.115,0.753,95.005,2q6lW6VyB34JVlsdoVjXUk,198866
5092,0.642,0.716,-6.258,0.0752,0.0917,0.415,0.0741,0.82,107.072,0y72vyAZuUYMjEVQUNvLuQ,212520
5093,0.565,0.335,-14.304,0.038,0.649,0.0131,0.158,0.777,164.001,2CopJuKNjDge72JaADQdlv,215719
5094,0.708,0.323,-9.028,0.057,0.709,0.0,0.116,0.56,104.812,0GBj3jqij7Cbt5MaJqATT2,186500
5095,0.429,0.307,-11.653,0.0839,0.953,0.00929,0.121,0.306,149.147,2vub7BJSVdI785Mt8U64dH,203625
5096,0.644,0.496,-8.204,0.334,0.347,1.46e-05,0.108,0.35,84.968,4nCnEZdAk3cyIipFaMWrkt,161000
5097,0.724,0.538,-5.483,0.369,0.744,0.0829,0.0738,0.372,197.877,21hQPBNOC3Kw4iWlcNgjQU,145455
5098,0.548,0.243,-15.007,0.0456,0.765,0.0585,0.11,0.283,101.948,6S1K6QLZkixaIYnZqWxi0R,171000
5099,0.403,0.635,-6.697,0.0496,0.421,5.85e-06,0.26,0.387,180.115,1KiYPHAWSmlLm4bZqYZB2C,144587
5100,0.557,0.451,-11.878,0.105,0.536,0.0,0.108,0.606,113.232,6S0lw5jj22Jf6eZkdtpdE7,165806
5101,0.741,0.461,-10.319,0.247,0.446,0.0,0.099,0.766,128.278,6jBPgJyT54prypJLaE1O60,181890
5102,0.854,0.549,-14.63,0.0687,0.159,0.435,0.111,0.735,116.986,5Kz880fL9TjzWRUH5AZJau,329463
5103,0.62,0.451,-9.896,0.157,0.887,0.0,0.101,0.313,99.795,6Rzk7iqpQRMZALiC9yr9Zr,172108
5104,0.616,0.391,-8.769,0.128,0.0539,2.35e-05,0.14,0.335,177.982,4LQsiX3iN0pMWFmloBn4GB,156564
5105,0.762,0.395,-9.105,0.131,0.719,0.0,0.0951,0.4,143.9,1p3n4sKGbgwdCou1ok9ArS,167133
5106,0.774,0.541,-8.957,0.0687,0.523,0.137,0.108,0.0491,133.016,6Mr3F00kBqPZHeZSG7GY4a,166241
5107,0.701,0.346,-10.38,0.0314,0.796,0.000882,0.112,0.318,117.986,2V5jqRswocbmNR8lgy3RwQ,189153
5108,0.861,0.313,-10.551,0.0765,0.603,0.072,0.0891,0.561,88.056,5Mwv66MtQCFqTo3BUHhTFg,200455
5109,0.536,0.675,-9.52,0.0843,0.213,0.000984,0.124,0.326,141.454,06ForWAvY6XjdmW3ggQTYX,209436
5110,0.736,0.429,-10.887,0.0414,0.662,0.00379,0.0983,0.526,131.017,493vav5k6NZa9Alre82l7z,170496
5111,0.608,0.469,-9.954,0.0595,0.459,0.0,0.165,0.214,136.051,5OFyy2UAdcLqFUD9WtVxog,226901
5112,0.663,0.715,-8.866,0.0636,0.639,0.00451,0.0863,0.883,139.988,78gEVvqzkNFSUMvAkSBQi9,192875
5113,0.592,0.697,-6.681,0.0315,0.455,0.955,0.113,0.525,113.512,579zXcYm2N9vvsltW2RDJP,249969
5114,0.708,0.68,-8.203,0.0519,0.0625,0.0,0.152,0.7,133.947,0GPJSHYaXh8rZSSJoUMgyl,209280
5115,0.739,0.498,-9.269,0.0301,0.594,0.000654,0.094,0.804,119.941,0N9iBEjBfXekEMRb7iwGEy,215697
5116,0.469,0.699,-10.838,0.0376,0.357,0.772,0.295,0.068,88.995,6ICrUxrEliWCAY7R8n55fk,240038
5117,0.517,0.559,-8.354,0.108,0.0793,0.0482,0.532,0.852,80.686,70N943uE0v44fnQ1DDjCus,159571
5118,0.678,0.597,-7.173,0.0319,0.734,0.906,0.11,0.199,139.942,4itSXBmRCtfXcifQOWsAGI,252429
5119,0.676,0.554,-5.965,0.0728,0.26,4.84e-05,0.1,0.43,89.007,1gQEoPjAEEWYgkojcZAFr9,152500
5120,0.602,0.306,-12.639,0.0615,0.483,0.29,0.156,0.322,69.329,6TVLFB1pGmMseWiQouJDLn,202185
5121,0.722,0.66,-9.169,0.0547,0.0651,0.392,0.109,0.054,99.012,1KaYr2vnWC5dsjJlqNZkYQ,187273
5122,0.498,0.784,-4.894,0.0567,0.0244,4.89e-06,0.158,0.726,106.976,6aq8MXPYNe4zysMFUM9r8m,197600
5123,0.589,0.545,-8.495,0.0649,0.517,3.91e-05,0.0908,0.111,103.904,4j2zBr3TDxQXD3zYXtvTUr,159038
5124,0.765,0.561,-8.946,0.0361,0.0805,0.141,0.123,0.147,112.034,7Md7IzzMCu8IgbZr5AJpoX,157232
5125,0.682,0.574,-5.241,0.0519,0.0355,0.000131,0.254,0.731,93.481,04ToULF2xWTbVtfAUk6K7P,169412
5126,0.49,0.55,-10.733,0.339,0.134,0.315,0.141,0.683,102.997,2fAFOcAmIRsMNiffw7PJLG,213723
5127,0.632,0.778,-6.119,0.103,0.147,0.000481,0.205,0.739,121.964,0jeUsJ5tuxVZgq8Cc2OIgn,174098
5128,0.591,0.456,-10.057,0.111,0.51,0.0575,0.123,0.254,96.47,0lnQZPp2Bxwe3vPa4MehES,290064
5129,0.78,0.721,-6.371,0.214,0.126,0.00235,0.078,0.824,178.036,63e35wfL6GMUp0boIvNBhw,165499
5130,0.742,0.372,-14.542,0.175,0.8,0.00323,0.23,0.458,114.998,5pZFX1GswHNK69qUazVYAN,184000
5131,0.552,0.646,-4.802,0.0646,0.232,0.559,0.0885,0.155,77.643,7I8ekwvvCq0gaxBMaxco3l,255512
5132,0.682,0.217,-12.059,0.0509,0.563,0.905,0.11,0.149,94.021,18hz30OnZah0ti1LcTQEai,220893
5133,0.805,0.458,-8.352,0.0614,0.000685,0.822,0.0728,0.481,121.992,0gZlDmj2ltiMQnHupaILqt,285984
5134,0.673,0.435,-14.09,0.0704,0.166,0.0448,0.0467,0.285,85.055,1v164PYfudygCnpDqhMahV,230118
5135,0.809,0.411,-12.47,0.179,0.773,0.875,0.0698,0.186,120.085,01HRWU9Gf4DTyoGLN41Ucv,233203
5136,0.75,0.52,-12.564,0.0463,0.171,0.616,0.0995,0.0828,109.994,030R24OjHr5fNcIP7FcexX,180194
5137,0.767,0.581,-12.436,0.0611,0.0716,0.918,0.0714,0.744,118.019,2BRK8tT2sJ2w8rLCphnlD6,267463
5138,0.525,0.0705,-17.478,0.0333,0.916,0.0159,0.127,0.325,139.931,2tqyPOiYepL3QK45lvSfDy,303107
5139,0.758,0.494,-10.643,0.0353,0.218,0.215,0.106,0.411,119.999,5HQhu3JfOBgnCucx2Bgwhx,261000
5140,0.446,0.493,-9.542,0.0359,0.564,0.472,0.103,0.179,100.02,21MPewkHIJkRd8LkEzQQYl,172800
5141,0.428,0.565,-13.711,0.0485,0.148,0.563,0.441,0.17,148.035,4oQ7uDGXkWrDUHkw4SmhWh,234500
5142,0.628,0.511,-12.772,0.206,0.46,0.000213,0.143,0.337,89.917,6RMDL9e8M6faIMCe4LOfsk,174833
5143,0.815,0.418,-11.637,0.0589,0.594,0.506,0.13,0.474,150.046,69zjd8uPDsJJrwim4Iuyyz,147200
5144,0.438,0.576,-8.385,0.0581,0.193,0.0279,0.135,0.177,179.814,6nIQpNwHpinEMGrnOOHzea,226667
5145,0.588,0.705,-4.035,0.163,0.582,0.000532,0.391,0.55,82.231,48oxMKgY7gffvQOLG0fYLZ,170545
5146,0.584,0.429,-10.487,0.261,0.502,0.425,0.106,0.349,79.998,1Ez7yCWkp605iw3DW3mQeP,105714
5147,0.728,0.644,-9.312,0.0433,0.191,0.08,0.186,0.818,105.002,0LQpT7eAbqcGi5w1r4AqPq,176535
5148,0.462,0.203,-16.313,0.0355,0.975,0.113,0.102,0.437,153.716,6DO7jBbwOWkjdbC3BoLvG1,227651
5149,0.588,0.427,-8.953,0.0337,0.472,0.0014,0.093,0.428,74.994,0ORndgmEcVU6IkpTsya2bY,236000
5150,0.866,0.416,-7.458,0.0573,0.345,0.0103,0.0816,0.196,120.037,5NTTrGsTZFjEJBG7we36O4,189885
5151,0.708,0.691,-5.894,0.0817,0.0059,1.56e-06,0.107,0.206,100.993,0TRy31cJbNFIKjnMhbp9yM,170252
5152,0.812,0.626,-10.67,0.329,0.212,0.000119,0.176,0.354,102.052,46JqXZXv89HG8ibQsMNg7n,199412
5153,0.497,0.555,-8.035,0.126,0.705,3.68e-05,0.126,0.453,84.278,3hJq4pLEbuxGXTSP2ZBTqV,262576
5154,0.814,0.422,-8.697,0.0489,0.606,0.00405,0.139,0.378,124.998,5Ea38RCmV570c6Sj4EUqIq,264080
5155,0.718,0.637,-9.962,0.168,0.00828,0.0071,0.227,0.487,108.023,3wmq8aB8nMvFbQx3bhjEpg,165219
5156,0.399,0.465,-13.466,0.137,0.243,0.000399,0.106,0.326,169.268,37xbi67BRXRx9ky8ApM13t,182326
5157,0.673,0.555,-8.025,0.035,0.688,0.00739,0.109,0.398,86.376,1NGPZKzplieiPc5g6lAJ49,225454
5158,0.864,0.381,-8.82,0.0424,0.394,0.000119,0.131,0.357,135.922,50s4CtCAOieOncF7xFQI74,159026
5159,0.579,0.612,-8.446,0.132,0.0507,6.54e-05,0.214,0.418,77.461,0TfKYTDaY6jSHFeVvyHKEc,198515
5160,0.622,0.518,-9.035,0.0924,0.832,0.0123,0.134,0.452,152.097,1Fw0oY0ToNIntBqOytpHPQ,178968
5161,0.824,0.43,-12.516,0.109,0.632,0.586,0.111,0.328,105.059,6DWba3dHBJzBFqYAoTiSXg,136680
5162,0.638,0.537,-9.001,0.0344,0.69,0.176,0.174,0.351,79.992,20wMPnqHdNdBWaKRaMM7fD,203572
5163,0.535,0.284,-13.106,0.17,0.709,0.000134,0.0707,0.369,88.888,6gerTWjHsJSKFV2BU63JZ9,191643
5164,0.577,0.906,-5.013,0.0415,0.0513,0.000211,0.245,0.877,140.011,4wRWhaFMecs57B2ZfCSlvt,157627
5165,0.747,0.416,-8.917,0.0706,0.659,1.33e-05,0.0991,0.165,104.053,58fmZxMt8knfxMvLlw4MHF,221538
5166,0.5,0.261,-11.496,0.0431,0.761,0.0,0.115,0.174,108.905,2maDqkntn2ZDNXnJEYqLcG,171322
5167,0.641,0.541,-6.407,0.0339,0.722,0.588,0.141,0.134,127.236,0P0v7ftRFQMf0JJR5KVLMf,171562
5168,0.681,0.318,-22.092,0.0521,0.95,0.941,0.107,0.81,128.962,1ICImk51ehekbbs2hUHItE,260058
5169,0.594,0.593,-11.846,0.027,0.0784,0.778,0.232,0.578,107.009,5HIaxttaIBCrCHCa5yISVP,221495
5170,0.71,0.3,-11.459,0.0657,0.811,0.938,0.114,0.133,91.081,0SNlKFCncUFoX2zgRlUp3A,174066
5171,0.73,0.556,-10.565,0.0836,0.395,0.617,0.13,0.407,119.941,525muhPHktund0e6sy9IeL,244250
5172,0.717,0.52,-9.393,0.0361,0.101,0.941,0.0732,0.178,100.009,0j69d3zENO7ZVjplwetmQp,145000
5173,0.359,0.122,-15.724,0.03,0.958,0.615,0.072,0.121,95.858,7h0KB7HeWCo2DjzvQUYlxf,113000
5174,0.882,0.47,-11.464,0.268,0.13,0.647,0.0859,0.374,120.033,4SvPZI03JC4Cg3hz4oApj5,225000
5175,0.541,0.886,-6.817,0.0588,0.0234,0.78,0.14,0.0942,119.043,0kv2YJeTiP2CNmiT2pzPlY,260750
5176,0.65,0.71,-9.346,0.0578,0.143,0.0438,0.137,0.868,145.019,1yIVmQiiFoeTaWE76RvpyY,168621
5177,0.768,0.337,-9.455,0.171,0.392,0.82,0.0758,0.918,81.011,4jpLgBXrdRR30mJwQ7P9Az,154815
5178,0.834,0.307,-10.784,0.0597,0.798,0.934,0.103,0.0665,123.971,6lTc8RvYjtlkceVsLIV4aU,157996
5179,0.692,0.419,-12.613,0.338,0.534,0.0101,0.382,0.561,64.879,2fHRnA4qnuZzUyaKwF5dJ4,155077
5180,0.56,0.865,-1.148,0.0909,0.255,0.000153,0.083,0.424,159.96,4nlvKIIetOWGIMyhjQXgOZ,139663
5181,0.769,0.766,-5.697,0.0307,0.0899,0.483,0.0868,0.435,120.023,1A58KC4dEQM53muqpaZoOT,249933
5182,0.761,0.359,-12.326,0.0703,0.957,0.000143,0.147,0.505,103.069,0sW9jZgbLiWxqdFagmZ9fM,238835
5183,0.696,0.55,-5.802,0.0556,0.169,0.119,0.0772,0.107,107.985,49fPFs7OHQ5NgTqf8cswdu,186667
5184,0.648,0.488,-13.771,0.036,0.289,0.906,0.401,0.106,104.969,5bJ6CJwogY85fStuTJdmi7,160000
5185,0.676,0.572,-10.557,0.0405,0.0449,0.863,0.0979,0.0398,149.997,2Izq60CzZDzSlqdUdGsZlD,117600
5186,0.717,0.329,-12.742,0.0906,0.765,0.925,0.0978,0.0647,119.973,6Xg2AjBM9IUSPwojhCP77e,275000
5187,0.677,0.44,-5.379,0.143,0.558,0.00195,0.116,0.295,86.05,2GhxLGEBrIjMFv5yDD1dEi,203765
5188,0.709,0.76,-5.734,0.0408,0.147,0.891,0.507,0.656,124.027,40tseu8dTJ7f2aAieF0LXX,286936
5189,0.624,0.508,-3.748,0.224,0.244,0.872,0.395,0.347,95.283,5nIAEnPy07UOs72COO9Imt,149053
5190,0.679,0.443,-14.776,0.0395,0.641,0.929,0.11,0.196,120.001,59GMGNyzEuemfaEJE4jYZd,231995
5191,0.823,0.483,-10.05,0.0422,0.946,0.911,0.108,0.231,124.996,5ZY6lM7YmyaK80R7Ucvy6x,150679
5192,0.783,0.488,-10.432,0.454,0.42,0.49,0.237,0.689,127.021,1QmicXaXm72Ok6wgnkZ2Y8,103714
5193,0.719,0.47,-10.546,0.0445,0.34,0.865,0.421,0.403,115.034,0Hh84pTrYZ3tKM8YgKipEV,232696
5194,0.668,0.327,-9.466,0.0321,0.313,0.048,0.111,0.419,146.797,3cApZsOjkPnDRZzJGGCZNI,160846
5195,0.889,0.377,-11.154,0.219,0.416,0.00441,0.0955,0.149,115.141,169XEnDialdloLoPC02HTm,159587
5196,0.737,0.124,-20.754,0.05,0.724,0.769,0.147,0.396,119.987,45sh5kpuniBRyiwL9jY5uU,160000
5197,0.882,0.287,-8.863,0.0917,0.48,0.895,0.109,0.592,98.235,4wThRiR7TgBXAofMuejTQZ,236096
5198,0.452,0.104,-22.394,0.0456,0.973,0.295,0.119,0.158,120.292,1LjVNoqN5YsWf9vGu2JzhF,279316
5199,0.4,0.525,-11.294,0.0435,0.887,0.00543,0.117,0.408,146.977,4AmcmraFjVzFb9SQDNTRyl,253013
5200,0.329,0.277,-13.111,0.0302,0.971,0.024,0.0971,0.121,159.719,4k7x3QKrc3h3U0Viqk0uop,289560
5201,0.518,0.176,-17.181,0.0363,0.866,0.0049,0.1,0.113,120.149,05RI03bh5Mn7Dz254H5XdB,198000
5202,0.437,0.229,-10.514,0.0308,0.221,0.0599,0.0935,0.0754,147.911,3rTnGUeDrnZV22DvRuUuXr,343253
5203,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,6xGruZOHLs39ZbVccQTuPZ,233456
5204,0.443,0.369,-9.514,0.0441,0.969,0.277,0.638,0.0989,174.107,6mORGLOz79w6VsCRLWYYuK,208212
5205,0.587,0.229,-11.254,0.128,0.92,0.0,0.1,0.379,75.67,6Kkt27YmFyIFrcX3QXFi2o,171728
5206,0.498,0.104,-14.08,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,14JzyD6FlBD5z0wV5P07YI,199931
5207,0.469,0.355,-10.62,0.026,0.365,0.00634,0.303,0.151,106.781,5Aq4CusaoqGNQlvNUUnA7t,303067
5208,0.365,0.273,-16.526,0.038,0.94,0.431,0.109,0.238,132.285,4HbeGjbt7u3pvwDk1vN7P0,248965
